Fecha,ID_Producto,Producto,Categoria,ID_Cliente,Cliente,Cantidad,Precio_Unitario,Region,Canal,Factura_ID
2025-03-05,P152,Pantalon Deportivo Winter,Indumentaria,C002,Fitness Pro,15,85.04,Neuquen,Mayorista,F718270
2025-07-22,P195,Guantes Ciclismo XL,Accesorios,C004,MegaSports,20,41.19,Entre Rios,Tienda,F878197
2024-07-09,P168,Medias Tecnicas Aero,Indumentaria,C004,MegaSports,1,32.32,Chaco,Online,F164142
2025-03-24,P166,Medias Tecnicas DryFit,Indumentaria,C004,MegaSports,4,156.98,Buenos Aires,Online,F356124
2025-12-17,P126,Zapatillas Trekking Max,Calzado,C002,Fitness Pro,8,191.12,Cordoba,Online,F671244
2024-03-30,P110,Zapatillas Trail Carbon,Calzado,C005,Outlet Sur,15,232.68,Cordoba,Online,F953894
2025-12-06,P163,Calza Compresiva UV50,Indumentaria,C003,Indumentaria Norte,9,161.5,Chaco,Mayorista,F692449
2025-07-09,P237,Reloj GPS AMOLED,Electronica Deportiva,C005,Outlet Sur,23,167.51,Corrientes,Mayorista,F992914
2025-10-06,P187,Rinonera Running Trail,Accesorios,C005,Outlet Sur,16,43.74,Neuquen,Online,F364386
2023-04-03,P111,Zapatillas Trail Aero,Calzado,C001,Deportes SA,11,402.09,Tucuman,Online,F264056
2023-05-20,P104,Zapatillas Running Carbon,Calzado,C001,Deportes SA,19,228.4,Salta,Tienda,F702892
2024-02-21,P166,Medias Tecnicas DryFit,Indumentaria,C007,Tiendas Centro,11,152.87,Santa Fe,Tienda,F321611
2023-05-20,P227,Sensor Cadencia V2,Electronica Deportiva,C008,TodoDeporte,7,562.43,Santa Fe,Mayorista,F805242
2023-07-29,P252,Squeeze 1L,Hidratacion,C001,Deportes SA,14,53.78,Salta,Mayorista,F540734
2023-06-13,P184,Rinonera Running Classic,Accesorios,C006,Running World,4,78.82,Corrientes,Mayorista,F301114
2025-02-03,P159,Short Secado Rapido Summer,Indumentaria,C004,MegaSports,14,121.78,Entre Rios,Online,F215764
2023-02-12,P210,Smartband V3,Electronica Deportiva,C002,Fitness Pro,9,261.75,Chaco,Tienda,F448733
2024-02-26,P203,Toalla Microfibra Sport,Accesorios,C001,Deportes SA,15,16.45,Chaco,Mayorista,F150508
2024-08-03,P170,Medias Tecnicas Winter,Indumentaria,C005,Outlet Sur,20,133.74,Salta,Online,F363890
2024-04-27,P212,Smartband Solar,Electronica Deportiva,C010,ZonaActiva,3,428.4,Cordoba,Tienda,F213277
2024-02-02,P105,Zapatillas Running Aero,Calzado,C001,Deportes SA,13,320.9,Entre Rios,Online,F963944
2025-04-04,P251,Squeeze 700ml,Hidratacion,C006,Running World,19,21.61,Salta,Online,F675582
2023-01-10,P127,Zapatillas Trekking Plus,Calzado,C007,Tiendas Centro,5,340.03,Mendoza,Tienda,F758388
2025-05-02,P132,Remera Tecnica Aero,Indumentaria,C009,UrbanFit,13,36.09,Mendoza,Tienda,F750424
2023-08-15,P221,Pulsometro V2,Electronica Deportiva,C009,UrbanFit,5,512.19,Corrientes,Mayorista,F342989
2023-08-27,P139,Buzo Running UV50,Indumentaria,C002,Fitness Pro,20,118.46,Chaco,Online,F342926
2024-12-28,P159,Short Secado Rapido Summer,Indumentaria,C008,TodoDeporte,11,126.66,Tucuman,Tienda,F190055
2025-11-06,P224,Pulsometro Solar,Electronica Deportiva,C002,Fitness Pro,12,528.92,Neuquen,Tienda,F777221
2025-01-08,P241,Botella Deportiva Termo,Hidratacion,C006,Running World,11,17.92,Santa Fe,Tienda,F113494
2024-03-14,P159,Short Secado Rapido Summer,Indumentaria,C002,Fitness Pro,12,131.76,Corrientes,Tienda,F753970
2023-09-10,P101,Zapatillas Running Lite,Calzado,C001,Deportes SA,16,322.89,Santa Fe,Online,F822648
2025-07-23,P102,Zapatillas Running Max,Calzado,C006,Running World,18,272.02,Mendoza,Online,F527594
2023-12-27,P216,Auriculares Deportivos V3,Electronica Deportiva,C002,Fitness Pro,23,172.01,Chaco,Online,F352094
2023-05-20,P113,Zapatillas Training Lite,Calzado,C004,MegaSports,19,293.98,Buenos Aires,Online,F122831
2025-10-10,P174,Gorra Visera Urban,Accesorios,C009,UrbanFit,9,94.21,Tucuman,Tienda,F627761
2025-11-18,P215,Auriculares Deportivos V2,Electronica Deportiva,C004,MegaSports,8,473.36,Salta,Tienda,F293001
2023-03-04,P200,Cuello Multifuncion Compact,Accesorios,C004,MegaSports,19,110.55,Neuquen,Online,F764023
2025-08-19,P227,Sensor Cadencia V2,Electronica Deportiva,C001,Deportes SA,18,572.52,Chaco,Tienda,F751696
2023-03-12,P236,Reloj GPS Solar,Electronica Deportiva,C006,Running World,3,456.43,Cordoba,Online,F413113
2023-11-03,P155,Short Secado Rapido Thermo,Indumentaria,C008,TodoDeporte,1,27.8,Neuquen,Mayorista,F261142
2025-09-07,P178,Mochila Gym Classic,Accesorios,C006,Running World,17,69.03,Mendoza,Tienda,F828415
2024-10-08,P235,Reloj GPS Plus,Electronica Deportiva,C002,Fitness Pro,24,319.93,Chaco,Online,F329916
2024-03-02,P211,Smartband Plus,Electronica Deportiva,C006,Running World,1,550.89,Santa Fe,Mayorista,F961072
2023-10-04,P186,Rinonera Running Urban,Accesorios,C006,Running World,6,23.72,Santa Fe,Online,F461182
2024-07-07,P125,Zapatillas Trekking Lite,Calzado,C005,Outlet Sur,12,254.41,Entre Rios,Mayorista,F463167
2024-12-09,P163,Calza Compresiva UV50,Indumentaria,C002,Fitness Pro,21,176.53,Salta,Mayorista,F448261
2025-12-04,P169,Medias Tecnicas UV50,Indumentaria,C009,UrbanFit,9,91.4,Chaco,Tienda,F541705
2025-02-28,P236,Reloj GPS Solar,Electronica Deportiva,C009,UrbanFit,16,490.89,Entre Rios,Mayorista,F803131
2023-10-18,P163,Calza Compresiva UV50,Indumentaria,C006,Running World,8,158.99,Buenos Aires,Tienda,F805229
2025-02-11,P139,Buzo Running UV50,Indumentaria,C003,Indumentaria Norte,6,127.16,Chaco,Online,F610657
2025-11-09,P247,Shaker Termo,Hidratacion,C004,MegaSports,11,19.36,Chaco,Mayorista,F911322
2025-05-06,P176,Gorra Visera Compact,Accesorios,C004,MegaSports,23,48.13,Entre Rios,Mayorista,F171726
2025-02-08,P174,Gorra Visera Urban,Accesorios,C003,Indumentaria Norte,7,86.09,Mendoza,Online,F658579
2024-03-19,P186,Rinonera Running Urban,Accesorios,C010,ZonaActiva,7,24.85,Corrientes,Online,F277073
2025-03-27,P216,Auriculares Deportivos V3,Electronica Deportiva,C007,Tiendas Centro,18,165.6,Cordoba,Mayorista,F713536
2023-10-03,P208,Smartband V1,Electronica Deportiva,C008,TodoDeporte,17,383.45,Cordoba,Tienda,F415539
2024-10-29,P226,Sensor Cadencia V1,Electronica Deportiva,C001,Deportes SA,4,181.3,Santa Fe,Tienda,F522321
2025-07-31,P252,Squeeze 1L,Hidratacion,C001,Deportes SA,16,52.57,Tucuman,Online,F224492
2023-05-09,P118,Botines Futbol Pro,Calzado,C003,Indumentaria Norte,19,305.5,Neuquen,Tienda,F949536
2024-02-27,P169,Medias Tecnicas UV50,Indumentaria,C005,Outlet Sur,1,99.37,Corrientes,Mayorista,F551031
2023-12-27,P174,Gorra Visera Urban,Accesorios,C007,Tiendas Centro,12,95.26,Neuquen,Online,F793552
2024-11-28,P181,Mochila Gym Trail,Accesorios,C007,Tiendas Centro,7,54.84,Cordoba,Mayorista,F735713
2024-09-01,P100,Zapatillas Running Pro,Calzado,C002,Fitness Pro,5,117.27,Cordoba,Online,F749472
2024-06-03,P183,Mochila Gym XL,Accesorios,C009,UrbanFit,21,103.13,Santa Fe,Online,F150883
2023-11-22,P202,Toalla Microfibra Classic,Accesorios,C001,Deportes SA,1,91.11,Salta,Tienda,F363279
2025-07-24,P115,Zapatillas Training Plus,Calzado,C006,Running World,12,321.09,Santa Fe,Online,F637199
2025-03-29,P162,Calza Compresiva Aero,Indumentaria,C010,ZonaActiva,24,75.21,Cordoba,Mayorista,F243888
2025-06-25,P242,Botella Deportiva Pro,Hidratacion,C002,Fitness Pro,20,20.95,Entre Rios,Online,F940053
2025-07-02,P215,Auriculares Deportivos V2,Electronica Deportiva,C002,Fitness Pro,24,431.25,Santa Fe,Online,F229082
2024-06-24,P111,Zapatillas Trail Aero,Calzado,C001,Deportes SA,20,372.23,Salta,Mayorista,F206464
2024-08-21,P143,Campera Rompeviento Thermo,Indumentaria,C007,Tiendas Centro,1,79.73,Neuquen,Online,F166919
2023-08-25,P133,Remera Tecnica UV50,Indumentaria,C010,ZonaActiva,3,104.36,Neuquen,Tienda,F452732
2025-02-16,P115,Zapatillas Training Plus,Calzado,C006,Running World,8,339.19,Tucuman,Tienda,F490372
2023-08-08,P205,Toalla Microfibra Trail,Accesorios,C006,Running World,23,101.97,Santa Fe,Tienda,F120900
2023-03-28,P124,Zapatillas Trekking Pro,Calzado,C006,Running World,23,307.35,Santa Fe,Online,F383230
2024-08-27,P116,Zapatillas Training Carbon,Calzado,C010,ZonaActiva,8,231.07,Cordoba,Online,F139966
2023-05-02,P205,Toalla Microfibra Trail,Accesorios,C008,TodoDeporte,9,90.58,Cordoba,Online,F103674
2023-04-08,P118,Botines Futbol Pro,Calzado,C005,Outlet Sur,12,318.59,Cordoba,Tienda,F180275
2024-09-27,P221,Pulsometro V2,Electronica Deportiva,C006,Running World,19,524.84,Tucuman,Tienda,F569935
2023-07-30,P230,Sensor Cadencia Solar,Electronica Deportiva,C001,Deportes SA,14,475.51,Santa Fe,Tienda,F925029
2024-06-06,P224,Pulsometro Solar,Electronica Deportiva,C004,MegaSports,5,610.78,Cordoba,Online,F397101
2023-06-04,P160,Calza Compresiva DryFit,Indumentaria,C004,MegaSports,17,173.48,Cordoba,Mayorista,F697560
2025-01-09,P143,Campera Rompeviento Thermo,Indumentaria,C006,Running World,4,80.42,Neuquen,Tienda,F773440
2025-05-17,P105,Zapatillas Running Aero,Calzado,C005,Outlet Sur,22,328.53,Chaco,Online,F286611
2023-01-27,P174,Gorra Visera Urban,Accesorios,C006,Running World,7,79.99,Mendoza,Tienda,F765354
2023-02-07,P205,Toalla Microfibra Trail,Accesorios,C006,Running World,3,100.79,Corrientes,Mayorista,F300269
2024-10-17,P228,Sensor Cadencia V3,Electronica Deportiva,C002,Fitness Pro,10,433.94,Tucuman,Online,F439483
2023-07-06,P179,Mochila Gym Sport,Accesorios,C005,Outlet Sur,23,85.67,Salta,Tienda,F756162
2023-08-09,P194,Guantes Ciclismo Compact,Accesorios,C004,MegaSports,20,108.18,Tucuman,Online,F110702
2025-05-15,P119,Botines Futbol Lite,Calzado,C005,Outlet Sur,4,223.25,Santa Fe,Online,F239747
2024-09-12,P147,Campera Rompeviento Summer,Indumentaria,C009,UrbanFit,21,166.75,Tucuman,Online,F809044
2023-06-07,P224,Pulsometro Solar,Electronica Deportiva,C009,UrbanFit,9,560.07,Corrientes,Tienda,F649187
2023-11-05,P197,Cuello Multifuncion Sport,Accesorios,C001,Deportes SA,3,89.25,Entre Rios,Tienda,F209192
2024-03-25,P104,Zapatillas Running Carbon,Calzado,C007,Tiendas Centro,19,197.69,Neuquen,Online,F384100
2023-06-09,P109,Zapatillas Trail Plus,Calzado,C001,Deportes SA,23,120.27,Neuquen,Mayorista,F590581
2024-05-20,P117,Zapatillas Training Aero,Calzado,C003,Indumentaria Norte,6,137.25,Cordoba,Online,F201556
2024-01-13,P159,Short Secado Rapido Summer,Indumentaria,C007,Tiendas Centro,13,125.4,Entre Rios,Tienda,F144251
2023-06-26,P164,Calza Compresiva Winter,Indumentaria,C002,Fitness Pro,2,85.07,Entre Rios,Mayorista,F392831
2025-08-04,P182,Mochila Gym Compact,Accesorios,C010,ZonaActiva,14,33.01,Cordoba,Online,F943242
2025-09-17,P167,Medias Tecnicas Thermo,Indumentaria,C002,Fitness Pro,10,73.32,Chaco,Online,F709388
2023-01-28,P163,Calza Compresiva UV50,Indumentaria,C005,Outlet Sur,22,162.92,Entre Rios,Tienda,F141025
2025-04-25,P225,Pulsometro AMOLED,Electronica Deportiva,C005,Outlet Sur,11,392.48,Entre Rios,Mayorista,F765122
2023-05-20,P127,Zapatillas Trekking Plus,Calzado,C010,ZonaActiva,10,346.19,Neuquen,Tienda,F778797
2024-12-21,P206,Toalla Microfibra Compact,Accesorios,C002,Fitness Pro,8,96.23,Corrientes,Online,F735201
2024-03-07,P139,Buzo Running UV50,Indumentaria,C006,Running World,18,112.49,Corrientes,Mayorista,F549124
2023-06-27,P167,Medias Tecnicas Thermo,Indumentaria,C008,TodoDeporte,11,86.6,Buenos Aires,Online,F798713
2025-10-12,P205,Toalla Microfibra Trail,Accesorios,C005,Outlet Sur,1,100.08,Salta,Mayorista,F950926
2024-02-21,P251,Squeeze 700ml,Hidratacion,C005,Outlet Sur,3,20.98,Salta,Mayorista,F903676
2023-01-18,P130,Remera Tecnica DryFit,Indumentaria,C008,TodoDeporte,22,101.14,Tucuman,Mayorista,F395031
2023-12-31,P236,Reloj GPS Solar,Electronica Deportiva,C004,MegaSports,2,468.32,Tucuman,Tienda,F112755
2023-10-17,P211,Smartband Plus,Electronica Deportiva,C004,MegaSports,20,570.8,Salta,Mayorista,F637441
2025-09-20,P155,Short Secado Rapido Thermo,Indumentaria,C003,Indumentaria Norte,8,24.93,Neuquen,Online,F199213
2023-01-08,P110,Zapatillas Trail Carbon,Calzado,C003,Indumentaria Norte,19,267.63,Buenos Aires,Online,F327688
2024-02-13,P238,Botella Deportiva 500ml,Hidratacion,C005,Outlet Sur,12,26.55,Neuquen,Online,F253371
2023-01-12,P104,Zapatillas Running Carbon,Calzado,C004,MegaSports,8,207.12,Salta,Tienda,F842856
2023-08-11,P120,Botines Futbol Max,Calzado,C010,ZonaActiva,10,239.47,Entre Rios,Online,F986339
2023-05-04,P179,Mochila Gym Sport,Accesorios,C003,Indumentaria Norte,21,88.84,Salta,Mayorista,F294433
2024-06-19,P185,Rinonera Running Sport,Accesorios,C010,ZonaActiva,18,94.77,Buenos Aires,Tienda,F781168
2025-10-04,P184,Rinonera Running Classic,Accesorios,C008,TodoDeporte,15,83.09,Santa Fe,Mayorista,F261276
2025-12-10,P176,Gorra Visera Compact,Accesorios,C010,ZonaActiva,11,47.82,Tucuman,Tienda,F528761
2023-07-13,P170,Medias Tecnicas Winter,Indumentaria,C002,Fitness Pro,3,146.94,Mendoza,Tienda,F964258
2025-10-20,P221,Pulsometro V2,Electronica Deportiva,C005,Outlet Sur,3,443.48,Salta,Tienda,F174209
2023-06-24,P161,Calza Compresiva Thermo,Indumentaria,C008,TodoDeporte,3,136.16,Neuquen,Tienda,F558108
2025-08-07,P111,Zapatillas Trail Aero,Calzado,C004,MegaSports,11,394.54,Mendoza,Mayorista,F112034
2024-05-23,P218,Auriculares Deportivos Solar,Electronica Deportiva,C006,Running World,23,291.49,Neuquen,Online,F784370
2023-04-25,P251,Squeeze 700ml,Hidratacion,C003,Indumentaria Norte,6,22.9,Chaco,Online,F947108
2025-08-27,P233,Reloj GPS V2,Electronica Deportiva,C010,ZonaActiva,19,415.59,Salta,Mayorista,F228870
2023-12-28,P203,Toalla Microfibra Sport,Accesorios,C007,Tiendas Centro,12,14.62,Mendoza,Online,F568476
2023-03-06,P211,Smartband Plus,Electronica Deportiva,C009,UrbanFit,15,491.88,Buenos Aires,Online,F980439
2024-02-15,P103,Zapatillas Running Plus,Calzado,C007,Tiendas Centro,20,225.05,Entre Rios,Tienda,F593431
2024-09-24,P145,Campera Rompeviento UV50,Indumentaria,C002,Fitness Pro,2,168.72,Santa Fe,Mayorista,F416912
2023-01-17,P165,Calza Compresiva Summer,Indumentaria,C006,Running World,24,74.01,Santa Fe,Online,F728560
2023-01-25,P212,Smartband Solar,Electronica Deportiva,C005,Outlet Sur,13,451.5,Salta,Online,F316337
2025-05-02,P221,Pulsometro V2,Electronica Deportiva,C010,ZonaActiva,19,465.86,Neuquen,Online,F162892
2023-11-02,P121,Botines Futbol Plus,Calzado,C001,Deportes SA,16,198.54,Salta,Online,F131653
2024-03-21,P185,Rinonera Running Sport,Accesorios,C009,UrbanFit,5,92.1,Salta,Tienda,F899655
2023-04-03,P221,Pulsometro V2,Electronica Deportiva,C002,Fitness Pro,24,503.3,Corrientes,Online,F600202
2023-06-09,P242,Botella Deportiva Pro,Hidratacion,C004,MegaSports,9,20.92,Entre Rios,Mayorista,F476987
2023-02-10,P101,Zapatillas Running Lite,Calzado,C005,Outlet Sur,9,342.58,Santa Fe,Online,F835981
2023-09-20,P213,Smartband AMOLED,Electronica Deportiva,C004,MegaSports,16,342.49,Mendoza,Tienda,F212660
2023-08-10,P171,Medias Tecnicas Summer,Indumentaria,C007,Tiendas Centro,1,52.74,Santa Fe,Online,F805817
2024-12-31,P253,Squeeze Termo,Hidratacion,C007,Tiendas Centro,16,24.03,Entre Rios,Online,F796215
2025-04-06,P180,Mochila Gym Urban,Accesorios,C005,Outlet Sur,22,116.24,Salta,Mayorista,F681398
2024-01-10,P103,Zapatillas Running Plus,Calzado,C001,Deportes SA,6,213.76,Santa Fe,Tienda,F800211
2024-04-28,P138,Buzo Running Aero,Indumentaria,C008,TodoDeporte,2,63.02,Tucuman,Online,F149610
2023-02-07,P170,Medias Tecnicas Winter,Indumentaria,C005,Outlet Sur,5,149.32,Salta,Online,F592658
2024-04-26,P195,Guantes Ciclismo XL,Accesorios,C004,MegaSports,21,46.98,Corrientes,Online,F785294
2025-10-19,P240,Botella Deportiva 1L,Hidratacion,C008,TodoDeporte,13,58.56,Corrientes,Online,F778952
2024-07-19,P162,Calza Compresiva Aero,Indumentaria,C002,Fitness Pro,14,73.59,Salta,Tienda,F457197
2024-03-10,P217,Auriculares Deportivos Plus,Electronica Deportiva,C003,Indumentaria Norte,7,229.16,Mendoza,Online,F322651
2024-01-16,P117,Zapatillas Training Aero,Calzado,C004,MegaSports,7,143.14,Neuquen,Tienda,F185507
2024-10-09,P242,Botella Deportiva Pro,Hidratacion,C003,Indumentaria Norte,10,20.76,Mendoza,Mayorista,F976043
2025-08-16,P236,Reloj GPS Solar,Electronica Deportiva,C002,Fitness Pro,7,408.55,Tucuman,Mayorista,F280452
2025-06-26,P138,Buzo Running Aero,Indumentaria,C007,Tiendas Centro,14,60.44,Corrientes,Online,F703327
2023-04-17,P155,Short Secado Rapido Thermo,Indumentaria,C008,TodoDeporte,2,24.4,Tucuman,Online,F748331
2024-11-27,P205,Toalla Microfibra Trail,Accesorios,C004,MegaSports,14,102.59,Tucuman,Tienda,F421984
2025-12-27,P164,Calza Compresiva Winter,Indumentaria,C007,Tiendas Centro,18,88.1,Neuquen,Mayorista,F174255
2025-04-14,P231,Sensor Cadencia AMOLED,Electronica Deportiva,C010,ZonaActiva,4,465.74,Tucuman,Online,F896330
2024-10-07,P166,Medias Tecnicas DryFit,Indumentaria,C002,Fitness Pro,4,151.1,Chaco,Mayorista,F791034
2024-05-01,P140,Buzo Running Winter,Indumentaria,C007,Tiendas Centro,6,43.76,Neuquen,Online,F286033
2024-09-25,P251,Squeeze 700ml,Hidratacion,C005,Outlet Sur,14,23.2,Salta,Mayorista,F178342
2023-09-18,P250,Squeeze 500ml,Hidratacion,C005,Outlet Sur,12,53.45,Santa Fe,Mayorista,F258303
2025-10-16,P172,Gorra Visera Classic,Accesorios,C005,Outlet Sur,9,68.49,Chaco,Online,F866302
2025-07-24,P238,Botella Deportiva 500ml,Hidratacion,C001,Deportes SA,23,26.72,Buenos Aires,Online,F616375
2024-07-10,P243,Botella Deportiva Antigoteo,Hidratacion,C006,Running World,20,26.8,Mendoza,Mayorista,F100651
2023-11-26,P176,Gorra Visera Compact,Accesorios,C005,Outlet Sur,12,54.26,Cordoba,Tienda,F871692
2023-09-15,P212,Smartband Solar,Electronica Deportiva,C003,Indumentaria Norte,3,445.57,Tucuman,Tienda,F349572
2023-01-30,P199,Cuello Multifuncion Trail,Accesorios,C006,Running World,22,29.81,Neuquen,Mayorista,F728705
2024-07-27,P249,Shaker Antigoteo,Hidratacion,C010,ZonaActiva,23,10.25,Neuquen,Mayorista,F126491
2023-03-17,P102,Zapatillas Running Max,Calzado,C001,Deportes SA,5,261.62,Neuquen,Online,F569389
2025-01-07,P136,Buzo Running DryFit,Indumentaria,C003,Indumentaria Norte,4,162.83,Neuquen,Mayorista,F838896
2024-05-02,P132,Remera Tecnica Aero,Indumentaria,C003,Indumentaria Norte,1,35.13,Buenos Aires,Tienda,F669079
2023-05-12,P110,Zapatillas Trail Carbon,Calzado,C004,MegaSports,11,252.61,Buenos Aires,Tienda,F180212
2023-06-22,P118,Botines Futbol Pro,Calzado,C007,Tiendas Centro,6,310.58,Buenos Aires,Mayorista,F741809
2023-03-11,P212,Smartband Solar,Electronica Deportiva,C006,Running World,20,404.25,Santa Fe,Tienda,F111462
2025-09-01,P140,Buzo Running Winter,Indumentaria,C008,TodoDeporte,11,46.69,Salta,Mayorista,F187737
2025-09-25,P192,Guantes Ciclismo Urban,Accesorios,C010,ZonaActiva,12,106.21,Chaco,Online,F829889
2024-08-23,P120,Botines Futbol Max,Calzado,C006,Running World,6,248.39,Chaco,Online,F721325
2024-03-04,P120,Botines Futbol Max,Calzado,C006,Running World,23,222.52,Mendoza,Online,F627075
2024-12-08,P146,Campera Rompeviento Winter,Indumentaria,C010,ZonaActiva,11,88.86,Neuquen,Tienda,F310976
2023-06-03,P156,Short Secado Rapido Aero,Indumentaria,C001,Deportes SA,23,106.11,Mendoza,Mayorista,F752023
2023-07-03,P255,Squeeze Antigoteo,Hidratacion,C004,MegaSports,23,44.38,Salta,Tienda,F233588
2023-01-17,P201,Cuello Multifuncion XL,Accesorios,C004,MegaSports,24,34.01,Neuquen,Tienda,F810121
2025-11-24,P216,Auriculares Deportivos V3,Electronica Deportiva,C008,TodoDeporte,8,159.57,Buenos Aires,Online,F999603
2024-11-24,P176,Gorra Visera Compact,Accesorios,C007,Tiendas Centro,5,52.74,Salta,Mayorista,F231428
2025-09-04,P235,Reloj GPS Plus,Electronica Deportiva,C009,UrbanFit,21,277.87,Entre Rios,Online,F126333
2023-03-03,P230,Sensor Cadencia Solar,Electronica Deportiva,C005,Outlet Sur,8,406.74,Santa Fe,Tienda,F246743
2025-01-06,P168,Medias Tecnicas Aero,Indumentaria,C005,Outlet Sur,20,34.51,Buenos Aires,Online,F736698
2024-11-26,P163,Calza Compresiva UV50,Indumentaria,C004,MegaSports,10,171.16,Corrientes,Tienda,F851272
2023-10-19,P209,Smartband V2,Electronica Deportiva,C010,ZonaActiva,20,526.78,Tucuman,Tienda,F883685
2023-11-01,P170,Medias Tecnicas Winter,Indumentaria,C006,Running World,23,161.05,Entre Rios,Online,F600542
2023-09-29,P172,Gorra Visera Classic,Accesorios,C008,TodoDeporte,14,64.75,Entre Rios,Online,F615979
2023-01-31,P146,Campera Rompeviento Winter,Indumentaria,C010,ZonaActiva,7,99.66,Buenos Aires,Mayorista,F523602
2024-06-26,P127,Zapatillas Trekking Plus,Calzado,C001,Deportes SA,2,353.41,Entre Rios,Mayorista,F267133
2025-03-15,P193,Guantes Ciclismo Trail,Accesorios,C010,ZonaActiva,14,50.76,Entre Rios,Online,F321249
2023-12-10,P159,Short Secado Rapido Summer,Indumentaria,C003,Indumentaria Norte,6,120.31,Chaco,Mayorista,F980104
2023-11-02,P181,Mochila Gym Trail,Accesorios,C004,MegaSports,4,58.55,Tucuman,Tienda,F729731
2024-09-23,P186,Rinonera Running Urban,Accesorios,C009,UrbanFit,11,25.77,Santa Fe,Online,F818666
2023-01-02,P163,Calza Compresiva UV50,Indumentaria,C003,Indumentaria Norte,7,174.37,Santa Fe,Mayorista,F178160
2025-07-15,P243,Botella Deportiva Antigoteo,Hidratacion,C010,ZonaActiva,8,30.59,Cordoba,Online,F645249
2025-05-29,P107,Zapatillas Trail Lite,Calzado,C003,Indumentaria Norte,7,278.48,Tucuman,Online,F732629
2025-05-24,P147,Campera Rompeviento Summer,Indumentaria,C010,ZonaActiva,16,158.87,Buenos Aires,Mayorista,F630779
2023-01-27,P102,Zapatillas Running Max,Calzado,C004,MegaSports,15,263.56,Mendoza,Tienda,F513187
2025-12-18,P111,Zapatillas Trail Aero,Calzado,C007,Tiendas Centro,6,378.74,Salta,Tienda,F698320
2025-09-04,P202,Toalla Microfibra Classic,Accesorios,C007,Tiendas Centro,4,106.24,Santa Fe,Tienda,F445787
2025-09-07,P230,Sensor Cadencia Solar,Electronica Deportiva,C007,Tiendas Centro,2,391.16,Salta,Online,F572139
2023-03-25,P110,Zapatillas Trail Carbon,Calzado,C006,Running World,22,232.53,Salta,Mayorista,F937825
2023-03-06,P159,Short Secado Rapido Summer,Indumentaria,C006,Running World,10,128.06,Neuquen,Mayorista,F724097
2023-04-03,P129,Zapatillas Trekking Aero,Calzado,C006,Running World,18,215.79,Mendoza,Tienda,F511407
2024-03-25,P174,Gorra Visera Urban,Accesorios,C002,Fitness Pro,8,80.25,Neuquen,Tienda,F833073
2023-07-17,P214,Auriculares Deportivos V1,Electronica Deportiva,C004,MegaSports,16,404.15,Mendoza,Mayorista,F146379
2024-10-16,P213,Smartband AMOLED,Electronica Deportiva,C004,MegaSports,15,357.78,Tucuman,Mayorista,F313118
2023-05-13,P169,Medias Tecnicas UV50,Indumentaria,C009,UrbanFit,2,86.28,Neuquen,Mayorista,F823397
2025-10-28,P151,Pantalon Deportivo UV50,Indumentaria,C001,Deportes SA,13,48.96,Buenos Aires,Online,F646786
2025-01-22,P217,Auriculares Deportivos Plus,Electronica Deportiva,C003,Indumentaria Norte,6,230.06,Neuquen,Tienda,F283561
2023-12-23,P141,Buzo Running Summer,Indumentaria,C008,TodoDeporte,17,139.62,Cordoba,Online,F666642
2023-03-02,P138,Buzo Running Aero,Indumentaria,C004,MegaSports,5,70.28,Buenos Aires,Mayorista,F636511
2025-03-21,P135,Remera Tecnica Summer,Indumentaria,C009,UrbanFit,17,32.53,Mendoza,Tienda,F503871
2023-02-20,P220,Pulsometro V1,Electronica Deportiva,C005,Outlet Sur,12,400.09,Mendoza,Online,F344017
2023-09-03,P224,Pulsometro Solar,Electronica Deportiva,C010,ZonaActiva,18,601.79,Buenos Aires,Tienda,F621141
2023-03-23,P124,Zapatillas Trekking Pro,Calzado,C009,UrbanFit,20,315.9,Mendoza,Tienda,F290920
2023-07-21,P212,Smartband Solar,Electronica Deportiva,C006,Running World,6,439.75,Santa Fe,Online,F534603
2023-01-15,P191,Guantes Ciclismo Sport,Accesorios,C001,Deportes SA,15,97.08,Neuquen,Mayorista,F424351
2023-06-23,P140,Buzo Running Winter,Indumentaria,C006,Running World,3,42.77,Neuquen,Tienda,F414988
2023-04-27,P155,Short Secado Rapido Thermo,Indumentaria,C002,Fitness Pro,11,27.0,Buenos Aires,Online,F933271
2023-03-05,P188,Rinonera Running Compact,Accesorios,C006,Running World,1,94.16,Chaco,Tienda,F181594
2025-10-08,P246,Shaker 1L,Hidratacion,C009,UrbanFit,18,8.91,Corrientes,Tienda,F282177
2024-01-26,P225,Pulsometro AMOLED,Electronica Deportiva,C007,Tiendas Centro,21,461.02,Cordoba,Mayorista,F947764
2025-11-10,P177,Gorra Visera XL,Accesorios,C007,Tiendas Centro,15,35.89,Corrientes,Online,F879397
2025-03-28,P163,Calza Compresiva UV50,Indumentaria,C008,TodoDeporte,1,184.37,Mendoza,Tienda,F777774
2025-01-01,P136,Buzo Running DryFit,Indumentaria,C009,UrbanFit,13,141.92,Santa Fe,Online,F689959
2025-05-20,P111,Zapatillas Trail Aero,Calzado,C004,MegaSports,23,387.44,Corrientes,Mayorista,F635551
2024-11-10,P211,Smartband Plus,Electronica Deportiva,C006,Running World,24,540.51,Mendoza,Tienda,F808923
