Fecha,ID_Producto,Producto,ID_Cliente,Cliente,Cantidad,Precio_Unitario,Region,Canal,Factura_ID
2023-12-05,P002,Remera Deportiva,C008,TodoDeporte,13,45.0,Mendoza,Tienda,F963113
2024-10-24,P005,Medias Técnicas,C002,Indumentaria Norte,2,25.0,Entre Ríos,Tienda,F996974
2023-04-04,P008,Botines Futbol,C008,TodoDeporte,2,250.0,Entre Ríos,Online,F611970
2025-02-07,P004,Campera Rompeviento,C006,UrbanFit,20,210.0,Chaco,Mayorista,F169381
2023-10-02,P010,Guantes Invierno,C009,ZonaActiva,18,70.0,Corrientes,Tienda,F682653
2023-01-05,P006,Gorra Visera,C009,ZonaActiva,9,35.0,Salta,Tienda,F751580
2025-03-13,P009,Mochila Gym,C010,Running World,11,180.0,Mendoza,Tienda,F371786
2024-05-31,P005,Medias Técnicas,C001,Deportes SA,6,25.0,Entre Ríos,Tienda,F355465
2024-10-28,P002,Remera Deportiva,C003,Outlet Sur,7,45.0,Santa Fe,Tienda,F231489
2024-07-07,P009,Mochila Gym,C005,MegaSports,15,180.0,Córdoba,Mayorista,F896149
2025-11-18,P009,Mochila Gym,C001,Deportes SA,13,180.0,Chaco,Mayorista,F583144
2024-06-24,P010,Guantes Invierno,C009,ZonaActiva,13,70.0,Entre Ríos,Tienda,F768018
2025-12-15,P007,Buzo Deportivo,C007,Fitness Pro,4,150.0,Corrientes,Tienda,F157224
2025-05-07,P007,Buzo Deportivo,C009,ZonaActiva,20,150.0,Santa Fe,Tienda,F366409
2025-07-05,P006,Gorra Visera,C008,TodoDeporte,18,35.0,Buenos Aires,Mayorista,F167375
2024-12-17,P005,Medias Técnicas,C006,UrbanFit,20,25.0,Salta,Mayorista,F161118
2025-10-06,P007,Buzo Deportivo,C009,ZonaActiva,5,150.0,Entre Ríos,Online,F272158
2025-02-18,P008,Botines Futbol,C009,ZonaActiva,20,250.0,Córdoba,Mayorista,F103339
2024-02-20,P008,Botines Futbol,C007,Fitness Pro,5,250.0,Salta,Online,F312867
2023-11-06,P007,Buzo Deportivo,C001,Deportes SA,4,150.0,Neuquén,Tienda,F671767
2023-07-27,P010,Guantes Invierno,C003,Outlet Sur,8,70.0,Entre Ríos,Mayorista,F587393
2023-09-21,P010,Guantes Invierno,C008,TodoDeporte,19,70.0,Buenos Aires,Online,F828291
2023-03-09,P002,Remera Deportiva,C010,Running World,10,45.0,Corrientes,Online,F273008
2023-07-23,P007,Buzo Deportivo,C008,TodoDeporte,10,150.0,Neuquén,Tienda,F993882
2025-08-16,P005,Medias Técnicas,C004,Tiendas Centro,6,25.0,Tucumán,Mayorista,F801883
2024-01-02,P009,Mochila Gym,C005,MegaSports,18,180.0,Salta,Online,F596080
2023-01-17,P009,Mochila Gym,C004,Tiendas Centro,4,180.0,Entre Ríos,Tienda,F691900
2024-09-12,P009,Mochila Gym,C002,Indumentaria Norte,19,180.0,Neuquén,Tienda,F517392
2023-08-04,P009,Mochila Gym,C006,UrbanFit,14,180.0,Buenos Aires,Mayorista,F978577
2024-05-26,P002,Remera Deportiva,C003,Outlet Sur,4,45.0,Chaco,Mayorista,F540459
2023-01-09,P010,Guantes Invierno,C008,TodoDeporte,16,70.0,Entre Ríos,Online,F935213
2023-03-31,P004,Campera Rompeviento,C001,Deportes SA,9,210.0,Santa Fe,Online,F757543
2025-09-08,P006,Gorra Visera,C010,Running World,18,35.0,Salta,Tienda,F801843
2023-10-31,P007,Buzo Deportivo,C010,Running World,10,150.0,Santa Fe,Tienda,F280543
2025-06-30,P005,Medias Técnicas,C006,UrbanFit,8,25.0,Buenos Aires,Tienda,F850271
2025-08-18,P006,Gorra Visera,C002,Indumentaria Norte,18,35.0,Buenos Aires,Online,F690311
2025-10-14,P001,Zapatillas Running,C008,TodoDeporte,18,120.5,Mendoza,Online,F263462
2024-07-14,P004,Campera Rompeviento,C005,MegaSports,16,210.0,Tucumán,Tienda,F233286
2023-12-09,P007,Buzo Deportivo,C004,Tiendas Centro,2,150.0,Mendoza,Online,F651058
2023-08-05,P006,Gorra Visera,C001,Deportes SA,10,35.0,Corrientes,Online,F875961
2023-11-29,P003,Short Entrenamiento,C010,Running World,1,60.0,Neuquén,Online,F388076
2024-06-23,P005,Medias Técnicas,C005,MegaSports,6,25.0,Córdoba,Online,F104918
2024-11-24,P006,Gorra Visera,C006,UrbanFit,20,35.0,Mendoza,Tienda,F649665
2023-12-08,P007,Buzo Deportivo,C006,UrbanFit,6,150.0,Santa Fe,Online,F590750
2024-08-29,P002,Remera Deportiva,C002,Indumentaria Norte,12,45.0,Mendoza,Online,F400910
2025-12-19,P006,Gorra Visera,C001,Deportes SA,8,35.0,Corrientes,Tienda,F232284
2023-01-04,P009,Mochila Gym,C009,ZonaActiva,4,180.0,Mendoza,Online,F596806
2023-06-01,P004,Campera Rompeviento,C002,Indumentaria Norte,19,210.0,Salta,Tienda,F378457
2025-01-19,P007,Buzo Deportivo,C009,ZonaActiva,19,150.0,Mendoza,Online,F594995
2023-08-01,P010,Guantes Invierno,C005,MegaSports,16,70.0,Salta,Mayorista,F809788
2023-12-07,P002,Remera Deportiva,C007,Fitness Pro,1,45.0,Tucumán,Online,F360365
2025-11-07,P006,Gorra Visera,C007,Fitness Pro,18,35.0,Buenos Aires,Mayorista,F791167
2025-12-04,P004,Campera Rompeviento,C010,Running World,15,210.0,Buenos Aires,Mayorista,F888968
2025-07-07,P005,Medias Técnicas,C009,ZonaActiva,5,25.0,Córdoba,Online,F257316
2024-01-18,P009,Mochila Gym,C004,Tiendas Centro,16,180.0,Chaco,Online,F188280
2025-11-03,P010,Guantes Invierno,C008,TodoDeporte,2,70.0,Entre Ríos,Mayorista,F877205
2024-12-09,P009,Mochila Gym,C007,Fitness Pro,10,180.0,Salta,Tienda,F806671
2023-06-04,P001,Zapatillas Running,C007,Fitness Pro,14,120.5,Entre Ríos,Mayorista,F759774
2023-08-31,P004,Campera Rompeviento,C004,Tiendas Centro,8,210.0,Chaco,Tienda,F678764
2025-06-14,P003,Short Entrenamiento,C008,TodoDeporte,10,60.0,Corrientes,Mayorista,F539179
2023-05-25,P010,Guantes Invierno,C006,UrbanFit,7,70.0,Entre Ríos,Online,F285506
2023-09-02,P004,Campera Rompeviento,C008,TodoDeporte,10,210.0,Salta,Mayorista,F688729
2024-02-12,P006,Gorra Visera,C001,Deportes SA,7,35.0,Mendoza,Mayorista,F982157
2023-07-29,P010,Guantes Invierno,C006,UrbanFit,5,70.0,Córdoba,Mayorista,F401989
2025-09-11,P006,Gorra Visera,C004,Tiendas Centro,15,35.0,Chaco,Mayorista,F770618
2024-06-01,P002,Remera Deportiva,C010,Running World,12,45.0,Entre Ríos,Online,F680269
2023-04-01,P007,Buzo Deportivo,C004,Tiendas Centro,11,150.0,Corrientes,Tienda,F553296
2024-11-24,P007,Buzo Deportivo,C004,Tiendas Centro,12,150.0,Salta,Tienda,F735841
2024-11-05,P008,Botines Futbol,C002,Indumentaria Norte,10,250.0,Santa Fe,Mayorista,F174256
2023-10-04,P005,Medias Técnicas,C005,MegaSports,14,25.0,Chaco,Mayorista,F899584
2024-01-22,P003,Short Entrenamiento,C008,TodoDeporte,10,60.0,Córdoba,Mayorista,F941722
2025-05-16,P002,Remera Deportiva,C003,Outlet Sur,10,45.0,Buenos Aires,Tienda,F892120
2023-09-05,P010,Guantes Invierno,C006,UrbanFit,2,70.0,Mendoza,Tienda,F226979
2023-02-10,P008,Botines Futbol,C006,UrbanFit,19,250.0,Salta,Online,F545594
2024-08-05,P006,Gorra Visera,C002,Indumentaria Norte,4,35.0,Entre Ríos,Mayorista,F493667
2025-04-11,P003,Short Entrenamiento,C003,Outlet Sur,13,60.0,Santa Fe,Tienda,F451614
2025-06-16,P007,Buzo Deportivo,C001,Deportes SA,6,150.0,Chaco,Tienda,F127109
2023-03-31,P001,Zapatillas Running,C007,Fitness Pro,9,120.5,Salta,Mayorista,F302792
2024-01-13,P007,Buzo Deportivo,C006,UrbanFit,7,150.0,Chaco,Tienda,F629757
2023-10-18,P007,Buzo Deportivo,C008,TodoDeporte,3,150.0,Neuquén,Tienda,F927597
2024-06-23,P005,Medias Técnicas,C004,Tiendas Centro,1,25.0,Mendoza,Online,F178825
2024-01-12,P001,Zapatillas Running,C003,Outlet Sur,9,120.5,Buenos Aires,Tienda,F390906
2025-12-01,P001,Zapatillas Running,C003,Outlet Sur,15,120.5,Santa Fe,Online,F316015
2023-01-25,P006,Gorra Visera,C010,Running World,7,35.0,Salta,Online,F762376
2025-08-31,P009,Mochila Gym,C008,TodoDeporte,5,180.0,Córdoba,Tienda,F444849
2024-04-06,P007,Buzo Deportivo,C009,ZonaActiva,1,150.0,Mendoza,Mayorista,F302518
2025-08-09,P001,Zapatillas Running,C009,ZonaActiva,5,120.5,Corrientes,Tienda,F340419
2023-06-01,P006,Gorra Visera,C005,MegaSports,3,35.0,Santa Fe,Tienda,F212056
2023-06-02,P004,Campera Rompeviento,C005,MegaSports,4,210.0,Neuquén,Mayorista,F760469
2024-03-07,P003,Short Entrenamiento,C008,TodoDeporte,18,60.0,Salta,Online,F289146
2023-10-14,P003,Short Entrenamiento,C009,ZonaActiva,1,60.0,Salta,Tienda,F848624
2025-04-18,P006,Gorra Visera,C003,Outlet Sur,3,35.0,Entre Ríos,Tienda,F476571
2024-09-24,P008,Botines Futbol,C001,Deportes SA,3,250.0,Tucumán,Tienda,F466897
2023-04-08,P002,Remera Deportiva,C006,UrbanFit,11,45.0,Chaco,Mayorista,F635282
2024-01-09,P008,Botines Futbol,C010,Running World,3,250.0,Buenos Aires,Online,F192982
2024-09-03,P006,Gorra Visera,C004,Tiendas Centro,3,35.0,Chaco,Tienda,F738133
2024-11-10,P002,Remera Deportiva,C004,Tiendas Centro,10,45.0,Buenos Aires,Online,F903421
2024-02-28,P005,Medias Técnicas,C001,Deportes SA,11,25.0,Córdoba,Mayorista,F907494
2025-11-13,P002,Remera Deportiva,C010,Running World,5,45.0,Neuquén,Tienda,F748150
2025-01-17,P001,Zapatillas Running,C006,UrbanFit,19,120.5,Buenos Aires,Mayorista,F340488
2025-03-09,P008,Botines Futbol,C008,TodoDeporte,2,250.0,Corrientes,Tienda,F617427
2024-06-30,P002,Remera Deportiva,C004,Tiendas Centro,14,45.0,Salta,Mayorista,F251157
2023-01-28,P008,Botines Futbol,C010,Running World,5,250.0,Corrientes,Mayorista,F133452
2025-08-04,P001,Zapatillas Running,C002,Indumentaria Norte,8,120.5,Entre Ríos,Mayorista,F453659
2024-10-22,P002,Remera Deportiva,C002,Indumentaria Norte,15,45.0,Mendoza,Tienda,F827846
2024-08-27,P010,Guantes Invierno,C003,Outlet Sur,7,70.0,Santa Fe,Online,F542995
2025-03-14,P002,Remera Deportiva,C006,UrbanFit,15,45.0,Mendoza,Online,F346863
2024-10-24,P009,Mochila Gym,C005,MegaSports,4,180.0,Corrientes,Online,F403394
2024-12-12,P007,Buzo Deportivo,C004,Tiendas Centro,8,150.0,Tucumán,Mayorista,F496951
2023-11-21,P005,Medias Técnicas,C004,Tiendas Centro,12,25.0,Santa Fe,Tienda,F477988
2024-06-30,P001,Zapatillas Running,C009,ZonaActiva,13,120.5,Entre Ríos,Online,F759260
2025-05-20,P004,Campera Rompeviento,C008,TodoDeporte,14,210.0,Entre Ríos,Mayorista,F763092
2025-07-06,P004,Campera Rompeviento,C004,Tiendas Centro,2,210.0,Corrientes,Mayorista,F783516
2025-06-11,P002,Remera Deportiva,C008,TodoDeporte,5,45.0,Salta,Tienda,F545736
2024-01-03,P006,Gorra Visera,C003,Outlet Sur,1,35.0,Buenos Aires,Online,F267916
2024-06-08,P003,Short Entrenamiento,C002,Indumentaria Norte,6,60.0,Salta,Tienda,F217769
2025-11-30,P009,Mochila Gym,C007,Fitness Pro,10,180.0,Buenos Aires,Mayorista,F116207
2024-08-31,P004,Campera Rompeviento,C008,TodoDeporte,2,210.0,Corrientes,Tienda,F702375
2024-10-18,P008,Botines Futbol,C002,Indumentaria Norte,4,250.0,Salta,Online,F954218
2024-11-15,P005,Medias Técnicas,C002,Indumentaria Norte,10,25.0,Buenos Aires,Online,F783429
2024-11-19,P001,Zapatillas Running,C008,TodoDeporte,20,120.5,Santa Fe,Mayorista,F526363
2025-01-21,P003,Short Entrenamiento,C001,Deportes SA,7,60.0,Chaco,Online,F716818
2023-09-27,P006,Gorra Visera,C007,Fitness Pro,19,35.0,Mendoza,Mayorista,F273215
2023-06-20,P009,Mochila Gym,C008,TodoDeporte,4,180.0,Buenos Aires,Online,F100830
2024-05-17,P001,Zapatillas Running,C001,Deportes SA,10,120.5,Tucumán,Tienda,F900061
2024-11-12,P002,Remera Deportiva,C004,Tiendas Centro,11,45.0,Córdoba,Tienda,F564910
2025-10-30,P008,Botines Futbol,C005,MegaSports,5,250.0,Corrientes,Tienda,F104871
2023-08-22,P008,Botines Futbol,C001,Deportes SA,20,250.0,Salta,Mayorista,F867734
2025-06-30,P005,Medias Técnicas,C004,Tiendas Centro,15,25.0,Chaco,Tienda,F267447
2024-02-04,P001,Zapatillas Running,C005,MegaSports,8,120.5,Salta,Mayorista,F806882
2025-10-25,P005,Medias Técnicas,C010,Running World,12,25.0,Chaco,Online,F861692
2024-01-27,P007,Buzo Deportivo,C003,Outlet Sur,16,150.0,Corrientes,Mayorista,F907918
2025-12-10,P002,Remera Deportiva,C009,ZonaActiva,1,45.0,Mendoza,Tienda,F428470
2024-05-13,P007,Buzo Deportivo,C008,TodoDeporte,3,150.0,Santa Fe,Tienda,F452547
2024-12-16,P006,Gorra Visera,C002,Indumentaria Norte,13,35.0,Neuquén,Mayorista,F961765
2023-05-26,P010,Guantes Invierno,C010,Running World,4,70.0,Corrientes,Online,F540263
2024-10-25,P007,Buzo Deportivo,C007,Fitness Pro,8,150.0,Chaco,Online,F455517
2023-09-18,P001,Zapatillas Running,C009,ZonaActiva,19,120.5,Chaco,Tienda,F589243
2025-01-17,P007,Buzo Deportivo,C002,Indumentaria Norte,12,150.0,Neuquén,Tienda,F777881
2023-11-09,P005,Medias Técnicas,C004,Tiendas Centro,9,25.0,Neuquén,Mayorista,F439032
2024-11-14,P007,Buzo Deportivo,C007,Fitness Pro,9,150.0,Corrientes,Mayorista,F633613
2024-07-14,P005,Medias Técnicas,C010,Running World,11,25.0,Tucumán,Online,F919665
2025-04-05,P007,Buzo Deportivo,C004,Tiendas Centro,19,150.0,Mendoza,Tienda,F203690
2023-04-27,P010,Guantes Invierno,C004,Tiendas Centro,7,70.0,Salta,Tienda,F540522
2024-07-18,P001,Zapatillas Running,C006,UrbanFit,13,120.5,Santa Fe,Tienda,F623961
2024-11-10,P010,Guantes Invierno,C007,Fitness Pro,12,70.0,Tucumán,Tienda,F120725
2024-07-08,P005,Medias Técnicas,C006,UrbanFit,12,25.0,Corrientes,Tienda,F414510
2023-02-21,P006,Gorra Visera,C006,UrbanFit,15,35.0,Tucumán,Online,F588480
2025-05-06,P007,Buzo Deportivo,C010,Running World,17,150.0,Corrientes,Online,F412956
2025-03-14,P004,Campera Rompeviento,C001,Deportes SA,3,210.0,Córdoba,Tienda,F734123
2024-08-22,P003,Short Entrenamiento,C002,Indumentaria Norte,3,60.0,Salta,Mayorista,F109334
2025-08-14,P002,Remera Deportiva,C003,Outlet Sur,9,45.0,Tucumán,Mayorista,F149567
2023-06-30,P008,Botines Futbol,C007,Fitness Pro,19,250.0,Neuquén,Online,F189818
2025-02-22,P002,Remera Deportiva,C009,ZonaActiva,17,45.0,Tucumán,Online,F912106
2024-08-28,P010,Guantes Invierno,C009,ZonaActiva,13,70.0,Buenos Aires,Mayorista,F930375
2025-12-07,P008,Botines Futbol,C007,Fitness Pro,14,250.0,Corrientes,Mayorista,F163776
2025-04-30,P001,Zapatillas Running,C008,TodoDeporte,7,120.5,Tucumán,Tienda,F872328
2024-11-23,P001,Zapatillas Running,C005,MegaSports,14,120.5,Corrientes,Mayorista,F399814
2024-01-30,P002,Remera Deportiva,C002,Indumentaria Norte,16,45.0,Buenos Aires,Mayorista,F235392
2023-12-24,P009,Mochila Gym,C002,Indumentaria Norte,18,180.0,Mendoza,Tienda,F115100
2024-03-19,P005,Medias Técnicas,C008,TodoDeporte,11,25.0,Santa Fe,Mayorista,F692653
2024-06-01,P001,Zapatillas Running,C006,UrbanFit,13,120.5,Santa Fe,Tienda,F638573
2023-11-05,P003,Short Entrenamiento,C003,Outlet Sur,18,60.0,Corrientes,Mayorista,F987321
2025-08-07,P003,Short Entrenamiento,C002,Indumentaria Norte,14,60.0,Chaco,Online,F310042
2025-01-08,P004,Campera Rompeviento,C008,TodoDeporte,2,210.0,Mendoza,Mayorista,F262846
2025-06-29,P007,Buzo Deportivo,C006,UrbanFit,19,150.0,Chaco,Tienda,F235659
2023-10-12,P009,Mochila Gym,C010,Running World,20,180.0,Córdoba,Mayorista,F526508
2025-08-02,P005,Medias Técnicas,C002,Indumentaria Norte,1,25.0,Corrientes,Tienda,F596175
2025-12-04,P005,Medias Técnicas,C002,Indumentaria Norte,15,25.0,Chaco,Mayorista,F615900
2023-08-01,P010,Guantes Invierno,C007,Fitness Pro,13,70.0,Entre Ríos,Mayorista,F349952
2025-12-14,P003,Short Entrenamiento,C008,TodoDeporte,2,60.0,Entre Ríos,Tienda,F223538
2023-05-30,P010,Guantes Invierno,C003,Outlet Sur,11,70.0,Córdoba,Tienda,F386420
2023-03-23,P009,Mochila Gym,C005,MegaSports,11,180.0,Mendoza,Mayorista,F471075
2023-11-13,P001,Zapatillas Running,C002,Indumentaria Norte,5,120.5,Neuquén,Mayorista,F722395
2023-04-29,P006,Gorra Visera,C005,MegaSports,6,35.0,Santa Fe,Tienda,F684758
2024-03-10,P008,Botines Futbol,C003,Outlet Sur,7,250.0,Buenos Aires,Online,F852496
2023-08-16,P009,Mochila Gym,C005,MegaSports,17,180.0,Corrientes,Tienda,F724795
2025-01-14,P001,Zapatillas Running,C004,Tiendas Centro,13,120.5,Corrientes,Online,F220777
2025-06-09,P009,Mochila Gym,C009,ZonaActiva,14,180.0,Tucumán,Online,F820498
2023-12-02,P008,Botines Futbol,C001,Deportes SA,2,250.0,Mendoza,Mayorista,F529545
2024-08-20,P006,Gorra Visera,C005,MegaSports,7,35.0,Entre Ríos,Online,F280755
2023-06-10,P004,Campera Rompeviento,C007,Fitness Pro,11,210.0,Santa Fe,Online,F277123
2025-09-22,P002,Remera Deportiva,C001,Deportes SA,3,45.0,Neuquén,Tienda,F708026
2025-04-16,P009,Mochila Gym,C007,Fitness Pro,10,180.0,Tucumán,Tienda,F993668
2024-06-09,P008,Botines Futbol,C002,Indumentaria Norte,13,250.0,Entre Ríos,Mayorista,F721065
2024-10-04,P008,Botines Futbol,C010,Running World,18,250.0,Buenos Aires,Tienda,F569438
2025-04-25,P010,Guantes Invierno,C009,ZonaActiva,12,70.0,Neuquén,Tienda,F333031
2023-04-08,P004,Campera Rompeviento,C007,Fitness Pro,11,210.0,Santa Fe,Mayorista,F474088
2024-09-05,P010,Guantes Invierno,C007,Fitness Pro,14,70.0,Neuquén,Mayorista,F851389
2023-01-31,P010,Guantes Invierno,C009,ZonaActiva,15,70.0,Entre Ríos,Tienda,F776513
2023-02-02,P009,Mochila Gym,C010,Running World,13,180.0,Neuquén,Tienda,F857622
2024-08-17,P003,Short Entrenamiento,C001,Deportes SA,4,60.0,Chaco,Tienda,F309755
2025-04-15,P010,Guantes Invierno,C007,Fitness Pro,17,70.0,Entre Ríos,Tienda,F696466
2023-09-04,P005,Medias Técnicas,C010,Running World,5,25.0,Mendoza,Mayorista,F706471
2023-02-04,P001,Zapatillas Running,C003,Outlet Sur,5,120.5,Buenos Aires,Online,F453922
2025-01-25,P007,Buzo Deportivo,C005,MegaSports,11,150.0,Mendoza,Tienda,F444483
2024-06-05,P006,Gorra Visera,C006,UrbanFit,10,35.0,Buenos Aires,Tienda,F675236
2023-09-30,P007,Buzo Deportivo,C001,Deportes SA,20,150.0,Mendoza,Online,F826909
2023-06-13,P001,Zapatillas Running,C005,MegaSports,3,120.5,Santa Fe,Online,F677824
2023-10-09,P007,Buzo Deportivo,C001,Deportes SA,19,150.0,Tucumán,Online,F687393
2023-02-27,P010,Guantes Invierno,C007,Fitness Pro,10,70.0,Entre Ríos,Mayorista,F635049
2024-04-24,P001,Zapatillas Running,C009,ZonaActiva,12,120.5,Mendoza,Tienda,F939816
2024-02-09,P009,Mochila Gym,C008,TodoDeporte,9,180.0,Chaco,Online,F688314
2023-07-07,P005,Medias Técnicas,C010,Running World,15,25.0,Santa Fe,Online,F544003
2024-06-09,P009,Mochila Gym,C009,ZonaActiva,16,180.0,Corrientes,Mayorista,F401167
2023-08-04,P008,Botines Futbol,C003,Outlet Sur,12,250.0,Neuquén,Mayorista,F920593
2024-12-02,P003,Short Entrenamiento,C010,Running World,1,60.0,Santa Fe,Mayorista,F206698
2024-11-23,P001,Zapatillas Running,C001,Deportes SA,2,120.5,Santa Fe,Tienda,F416884
2023-01-02,P008,Botines Futbol,C006,UrbanFit,13,250.0,Córdoba,Mayorista,F631306
2024-08-07,P001,Zapatillas Running,C002,Indumentaria Norte,6,120.5,Buenos Aires,Tienda,F242734
2024-04-04,P002,Remera Deportiva,C003,Outlet Sur,6,45.0,Santa Fe,Tienda,F619047
2024-05-20,P004,Campera Rompeviento,C005,MegaSports,5,210.0,Neuquén,Tienda,F380941
2024-06-21,P004,Campera Rompeviento,C009,ZonaActiva,2,210.0,Tucumán,Tienda,F282563
2024-07-29,P008,Botines Futbol,C003,Outlet Sur,2,250.0,Chaco,Mayorista,F884788
2023-07-01,P001,Zapatillas Running,C007,Fitness Pro,6,120.5,Buenos Aires,Online,F440466
2023-05-18,P008,Botines Futbol,C001,Deportes SA,7,250.0,Mendoza,Online,F143687
2023-12-02,P002,Remera Deportiva,C003,Outlet Sur,10,45.0,Salta,Tienda,F256607
2025-01-21,P008,Botines Futbol,C001,Deportes SA,1,250.0,Córdoba,Online,F214986
2023-02-23,P001,Zapatillas Running,C003,Outlet Sur,5,120.5,Neuquén,Mayorista,F143917
2023-03-02,P003,Short Entrenamiento,C003,Outlet Sur,2,60.0,Chaco,Online,F107093
2023-09-08,P001,Zapatillas Running,C009,ZonaActiva,17,120.5,Salta,Mayorista,F457927
2024-05-22,P010,Guantes Invierno,C009,ZonaActiva,6,70.0,Neuquén,Mayorista,F281007
2025-02-25,P009,Mochila Gym,C005,MegaSports,6,180.0,Neuquén,Tienda,F372091
2024-09-04,P002,Remera Deportiva,C006,UrbanFit,11,45.0,Chaco,Online,F140322
2024-03-24,P002,Remera Deportiva,C001,Deportes SA,16,45.0,Entre Ríos,Mayorista,F526835
2023-08-24,P010,Guantes Invierno,C009,ZonaActiva,13,70.0,Tucumán,Mayorista,F705945
2023-05-06,P009,Mochila Gym,C002,Indumentaria Norte,1,180.0,Buenos Aires,Tienda,F977998
2024-12-04,P006,Gorra Visera,C003,Outlet Sur,4,35.0,Mendoza,Tienda,F843120
2024-04-28,P002,Remera Deportiva,C001,Deportes SA,20,45.0,Mendoza,Online,F547003
2024-03-15,P001,Zapatillas Running,C006,UrbanFit,14,120.5,Mendoza,Online,F115697
2023-08-16,P008,Botines Futbol,C003,Outlet Sur,19,250.0,Mendoza,Mayorista,F173217
2024-08-10,P009,Mochila Gym,C008,TodoDeporte,8,180.0,Chaco,Tienda,F677650
2023-11-29,P008,Botines Futbol,C004,Tiendas Centro,15,250.0,Chaco,Tienda,F632378
2024-01-05,P001,Zapatillas Running,C006,UrbanFit,12,120.5,Córdoba,Tienda,F361280
2025-04-22,P009,Mochila Gym,C002,Indumentaria Norte,13,180.0,Salta,Online,F773539
2024-06-06,P004,Campera Rompeviento,C007,Fitness Pro,9,210.0,Tucumán,Online,F455922
2024-12-23,P007,Buzo Deportivo,C009,ZonaActiva,11,150.0,Tucumán,Tienda,F115871
2023-06-04,P006,Gorra Visera,C003,Outlet Sur,17,35.0,Neuquén,Mayorista,F579069
2023-12-17,P009,Mochila Gym,C002,Indumentaria Norte,5,180.0,Neuquén,Tienda,F720002
2025-09-05,P008,Botines Futbol,C005,MegaSports,16,250.0,Buenos Aires,Tienda,F577858
2025-04-18,P006,Gorra Visera,C007,Fitness Pro,17,35.0,Tucumán,Mayorista,F821194
2025-07-09,P001,Zapatillas Running,C001,Deportes SA,9,120.5,Corrientes,Tienda,F734061
2024-01-23,P009,Mochila Gym,C008,TodoDeporte,11,180.0,Tucumán,Tienda,F785154
2023-12-20,P010,Guantes Invierno,C003,Outlet Sur,10,70.0,Entre Ríos,Tienda,F458000
2023-10-20,P001,Zapatillas Running,C005,MegaSports,20,120.5,Salta,Mayorista,F233008
2024-04-22,P004,Campera Rompeviento,C006,UrbanFit,12,210.0,Chaco,Online,F738067
2023-10-23,P010,Guantes Invierno,C003,Outlet Sur,6,70.0,Neuquén,Mayorista,F634435
2024-06-28,P002,Remera Deportiva,C009,ZonaActiva,17,45.0,Entre Ríos,Tienda,F143781
2024-09-20,P002,Remera Deportiva,C001,Deportes SA,5,45.0,Buenos Aires,Mayorista,F132910
2023-03-29,P004,Campera Rompeviento,C005,MegaSports,20,210.0,Neuquén,Mayorista,F452451
2024-05-12,P007,Buzo Deportivo,C004,Tiendas Centro,20,150.0,Chaco,Online,F155858
2024-10-14,P006,Gorra Visera,C006,UrbanFit,11,35.0,Salta,Mayorista,F663086
2023-04-26,P007,Buzo Deportivo,C003,Outlet Sur,14,150.0,Neuquén,Tienda,F637163
2025-08-31,P002,Remera Deportiva,C009,ZonaActiva,20,45.0,Tucumán,Tienda,F550024
2024-01-30,P001,Zapatillas Running,C002,Indumentaria Norte,8,120.5,Córdoba,Tienda,F673855
2025-08-28,P010,Guantes Invierno,C004,Tiendas Centro,19,70.0,Mendoza,Mayorista,F910926
2023-10-09,P006,Gorra Visera,C009,ZonaActiva,5,35.0,Mendoza,Tienda,F469997
2024-08-25,P004,Campera Rompeviento,C003,Outlet Sur,15,210.0,Córdoba,Online,F752284
2025-09-28,P003,Short Entrenamiento,C003,Outlet Sur,7,60.0,Tucumán,Tienda,F418350
2025-07-05,P010,Guantes Invierno,C001,Deportes SA,9,70.0,Santa Fe,Online,F909613
2025-11-04,P004,Campera Rompeviento,C002,Indumentaria Norte,6,210.0,Mendoza,Mayorista,F817832
2025-05-06,P010,Guantes Invierno,C004,Tiendas Centro,8,70.0,Córdoba,Online,F369571
2025-11-15,P005,Medias Técnicas,C009,ZonaActiva,2,25.0,Córdoba,Online,F461146
2024-12-08,P003,Short Entrenamiento,C001,Deportes SA,10,60.0,Neuquén,Mayorista,F138650
2023-06-19,P004,Campera Rompeviento,C006,UrbanFit,2,210.0,Chaco,Tienda,F435591
2025-02-24,P010,Guantes Invierno,C004,Tiendas Centro,13,70.0,Entre Ríos,Online,F924261
2023-12-19,P002,Remera Deportiva,C002,Indumentaria Norte,8,45.0,Chaco,Online,F715737
2025-01-21,P010,Guantes Invierno,C010,Running World,9,70.0,Santa Fe,Tienda,F516885
2023-12-22,P002,Remera Deportiva,C003,Outlet Sur,20,45.0,Entre Ríos,Tienda,F547464
2024-06-02,P005,Medias Técnicas,C007,Fitness Pro,4,25.0,Mendoza,Online,F379292
2025-11-04,P008,Botines Futbol,C009,ZonaActiva,12,250.0,Corrientes,Mayorista,F760837
2023-02-25,P009,Mochila Gym,C009,ZonaActiva,19,180.0,Entre Ríos,Online,F450185
2025-10-02,P006,Gorra Visera,C008,TodoDeporte,11,35.0,Chaco,Mayorista,F957338
2024-03-18,P005,Medias Técnicas,C010,Running World,11,25.0,Mendoza,Mayorista,F250824
2025-11-15,P005,Medias Técnicas,C008,TodoDeporte,14,25.0,Tucumán,Tienda,F907047
2024-06-13,P006,Gorra Visera,C002,Indumentaria Norte,2,35.0,Chaco,Tienda,F216402
